UNIX time,seconds_elapsed,z,y,x,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1763934555672135400,26.9581,-1.238607876,-1.874808515,2.218354095,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555682187300,26.9682,-1.608288599,1.093709575,4.82291057,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555692238300,26.9782,1.925698013,5.625953046,-1.987781837,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555702289400,26.9883,2.608826408,2.937494883,-3.132185096,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555712341200,26.9983,-3.25318931,1.02250268,3.630381286,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555722392300,27.0084,-1.323250152,-2.930782526,1.455570564,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555732443400,27.0184,1.29210215,2.314472582,2.314478135,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555742494500,27.0285,0.7653824608,7.153004207,-1.122444525,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555752546300,27.0385,1.438045429,5.621362795,-3.263830531,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555762597400,27.0486,-2.410749475,3.066654931,2.348157117,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555772648400,27.0586,0.01991232269,1.243160424,1.092005548,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555782699300,27.0687,1.847685384,-0.6696894324,2.899125112,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555792751400,27.0788,-0.4213011663,-0.8464177261,2.10228383,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555802802400,27.0888,1.41602649,3.589739186,-2.917312511,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555812853200,27.0989,0.05281630197,5.745365607,-3.331125952,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555822905300,27.1089,-2.650807939,4.123203966,-1.065275946,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555832956400,27.1190,-1.432324129,3.177956959,-0.9983388377,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555843007200,27.1290,-0.7454396699,4.41568586,0.1886801589,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555853058300,27.1391,-1.055439612,1.207881386,1.906619803,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555863110400,27.1491,-0.5845733276,-0.7770186842,1.594164212,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555873161200,27.1592,1.122836082,-0.4051797603,0.8834937303,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555883212300,27.1692,1.566293916,-0.6034585723,0.7888987994,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555893263400,27.1793,1.229037791,0.6682443482,0.879958542,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555903315200,27.1893,1.722734477,1.642152436,-0.756912008,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
1763934555913366300,27.1994,0.1819850451,2.082416223,-0.4175847761,235.6566547,0.3080157152,7.258974519,43.12494572,270.1382869,188.8984833,4.74865153,5.200462581,-89.31832285,3.668035984
